Place_Name,Category,Country,City,Price,PriceMYR,Rating,Coordinate,Lat,Long
Pantai Parangtritis,Nature,Indonesia,Yogyakarta,10000,3.1,4.5,"{'lat': -8.024607999999999, 'lng': 110.3298045}",-8.024608,110.3298045
Goa Pindul,Nature,Indonesia,Yogyakarta,40000,12.4,4.5,"{'lat': -7.9339721, 'lng': 110.651966}",-7.9339721,110.651966
Candi Ratu Boko,Culture,Indonesia,Yogyakarta,75000,23.25,4.6,"{'lat': -7.7705416, 'lng': 110.4894158}",-7.7705416,110.4894158
Pantai Depok Jogja,Nature,Indonesia,Yogyakarta,10000,3.1,4.3,"{'lat': -8.0137087, 'lng': 110.2914777}",-8.0137087,110.2914777
Pantai Sundak,Nature,Indonesia,Yogyakarta,5000,1.55,4.5,"{'lat': -8.147072, 'lng': 110.6079043}",-8.147072,110.6079043
Hutan Mangrove Kulon Progo,Nature,Indonesia,Yogyakarta,5000,1.55,4.1,"{'lat': -7.8933459, 'lng': 110.0198257}",-7.8933459,110.0198257
Jogja Bay Pirates Adventure Waterpark,Amusement Park,Indonesia,Yogyakarta,150000,46.5,4.4,"{'lat': -7.747846099999999, 'lng': 110.4188754}",-7.7478461,110.4188754
Pantai Sepanjang,Nature,Indonesia,Yogyakarta,10000,3.1,4.4,"{'lat': -8.136665599999999, 'lng': 110.5659962}",-8.1366656,110.5659962
Pantai Krakal,Nature,Indonesia,Yogyakarta,10000,3.1,4.5,"{'lat': -8.145019, 'lng': 110.5998857}",-8.145019,110.5998857
Pantai Glagah,Nature,Indonesia,Yogyakarta,5000,1.55,4.4,"{'lat': -7.911942699999999, 'lng': 110.0647339}",-7.9119427,110.0647339
Pantai Siung,Nature,Indonesia,Yogyakarta,10000,3.1,4.6,"{'lat': -8.1818233, 'lng': 110.6832394}",-8.1818233,110.6832394
Pantai Sadranan,Nature,Indonesia,Yogyakarta,10000,3.1,4.6,"{'lat': -8.145667999999997, 'lng': 110.6043914}",-8.145668,110.6043914
Pantai Nguluran,Nature,Indonesia,Yogyakarta,10000,3.1,4.1,"{'lat': -8.1060061, 'lng': 110.4618655}",-8.1060061,110.4618655
Pantai Samas,Nature,Indonesia,Yogyakarta,4000,1.24,4,"{'lat': -8.0045535, 'lng': 110.2703756}",-8.0045535,110.2703756
Pantai Drini,Nature,Indonesia,Yogyakarta,10000,3.1,4.5,"{'lat': -8.1384509, 'lng': 110.577522}",-8.1384509,110.577522
Air Terjun Sri Gethuk,Nature,Indonesia,Yogyakarta,15000,4.65,4.4,"{'lat': -7.943178000000001, 'lng': 110.48924}",-7.943178,110.48924
Candi Sewu,Culture,Indonesia,Yogyakarta,50000,15.5,4.6,"{'lat': -7.7439217, 'lng': 110.4929095}",-7.7439217,110.4929095
Pantai Wediombo,Nature,Indonesia,Yogyakarta,5000,1.55,4.5,"{'lat': -8.1862462, 'lng': 110.709901}",-8.1862462,110.709901
Pantai Jogan,Nature,Indonesia,Yogyakarta,5000,1.55,4.4,"{'lat': -8.180135, 'lng': 110.6763715}",-8.180135,110.6763715
Pantai Ngrenehan,Nature,Indonesia,Yogyakarta,3000,0.93,4.4,"{'lat': -8.1211475, 'lng': 110.5142337}",-8.1211475,110.5142337
Pantai Jungwok,Nature,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -8.197822, 'lng': 110.7123397}",-8.197822,110.7123397
Pantai Greweng,Nature,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -8.197864399999998, 'lng': 110.7186216}",-8.1978644,110.7186216
Pantai Sedahan,Nature,Indonesia,Yogyakarta,5000,1.55,4.5,"{'lat': -8.1978943, 'lng': 110.7208535}",-8.1978943,110.7208535
Pantai Watu Kodok,Nature,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -8.1370556, 'lng': 110.5746611}",-8.1370556,110.5746611
Pantai Kesirat,Nature,Indonesia,Yogyakarta,5000,1.55,4.6,"{'lat': -8.096153500000002, 'lng': 110.4350483}",-8.0961535,110.4350483
Pantai Ngandong,Nature,Indonesia,Yogyakarta,10000,3.1,4.5,"{'lat': -8.146423, 'lng': 110.6061408}",-8.146423,110.6061408
Galaxy Waterpark Jogja,Amusement Park,Indonesia,Yogyakarta,40000,12.4,4.3,"{'lat': -7.815963299999999, 'lng': 110.4136917}",-7.8159633,110.4136917
Desa Wisata Pulesari,Amusement Park,Indonesia,Yogyakarta,0,0,4.4,"{'lat': -7.625880599999999, 'lng': 110.371698}",-7.6258806,110.371698
Desa Wisata Tembi,Amusement Park,Indonesia,Yogyakarta,50000,15.5,4.5,"{'lat': -7.872567300000001, 'lng': 110.3546963}",-7.8725673,110.3546963
Wisata Kaliurang,Nature,Indonesia,Yogyakarta,8000,2.48,4.4,"{'lat': -7.6120675, 'lng': 110.4205209}",-7.6120675,110.4205209
Heha Sky View,Amusement Park,Indonesia,Yogyakarta,15000,4.65,4.4,"{'lat': -7.8496144, 'lng': 110.478324}",-7.8496144,110.478324
Taman Sungai Mudal,Nature,Indonesia,Yogyakarta,10000,3.1,4.6,"{'lat': -7.762813599999998, 'lng': 110.1161626}",-7.7628136,110.1161626
Pantai Sanglen,Nature,Indonesia,Yogyakarta,10000,3.1,4.5,"{'lat': -8.1367456, 'lng': 110.5716362}",-8.1367456,110.5716362
Pantai Congot,Nature,Indonesia,Yogyakarta,3000,0.93,4.3,"{'lat': -7.907542500000001, 'lng': 110.0535658}",-7.9075425,110.0535658
GunungTangkuban perahu,Nature,Indonesia,Bandung,30000,9.3,4.5,"{'lat': -6.759637700000001, 'lng': 107.6097807}",-6.7596377,107.6097807
Jalan Braga,Culture,Indonesia,Bandung,0,0,4.7,"{'lat': -6.9150534, 'lng': 107.6089842}",-6.9150534,107.6089842
Gedung Sate,Culture,Indonesia,Bandung,5000,1.55,4.6,"{'lat': -6.9024812, 'lng': 107.61881}",-6.9024812,107.61881
Trans Studio Bandung,Amusement Park,Indonesia,Bandung,280000,86.8,4.5,"{'lat': -6.9250943, 'lng': 107.6364944}",-6.9250943,107.6364944
Taman Hutan Raya Ir. H. Djuanda,Nature,Indonesia,Bandung,15000,4.65,4.5,"{'lat': -6.8565791, 'lng': 107.6323734}",-6.8565791,107.6323734
Farm House Susu Lembang,Amusement Park,Indonesia,Bandung,30000,9.3,4.4,"{'lat': -6.832968999999999, 'lng': 107.6056183}",-6.832969,107.6056183
Kebun Binatang Bandung,Nature,Indonesia,Bandung,20000,6.2,4,"{'lat': -6.8897177, 'lng': 107.6077282}",-6.8897177,107.6077282
Kawah Putih,Nature,Indonesia,Bandung,81000,25.11,4.5,"{'lat': -7.166203899999999, 'lng': 107.4021256}",-7.1662039,107.4021256
Tebing Karaton,Nature,Indonesia,Bandung,15000,4.65,4.5,"{'lat': -6.8340683, 'lng': 107.6636151}",-6.8340683,107.6636151
Dusun Bambu,Amusement Park,Indonesia,Bandung,25000,7.75,4.5,"{'lat': -6.7897147, 'lng': 107.5791627}",-6.7897147,107.5791627
Museum Geologi Bandung,Culture,Indonesia,Bandung,2000,0.62,4.6,"{'lat': -6.900716200000001, 'lng': 107.6214553}",-6.9007162,107.6214553
Museum Konferensi Asia Afrika,Culture,Indonesia,Bandung,0,0,4.6,"{'lat': -6.921109200000001, 'lng': 107.609597}",-6.9211092,107.609597
Dago Dreampark,Amusement Park,Indonesia,Bandung,40000,12.4,4.2,"{'lat': -6.8486423, 'lng': 107.625939}",-6.8486423,107.625939
Orchid Forest Cikole,Amusement Park,Indonesia,Bandung,50000,15.5,4.6,"{'lat': -6.780493, 'lng': 107.637475}",-6.780493,107.637475
Kawasan Punclut,Amusement Park,Indonesia,Bandung,20000,6.2,4.4,"{'lat': -6.8419756, 'lng': 107.622824}",-6.8419756,107.622824
Alun-Alun Kota Bandung,Amusement Park,Indonesia,Bandung,0,0,4.6,"{'lat': -6.9218571, 'lng': 107.6070141}",-6.9218571,107.6070141
Museum Sri Baduga,Culture,Indonesia,Bandung,3000,0.93,4.5,"{'lat': -6.9375748, 'lng': 107.603775}",-6.9375748,107.603775
Rabbit Town,Amusement Park,Indonesia,Bandung,45000,13.95,4,"{'lat': -6.8669518, 'lng': 107.6100859}",-6.8669518,107.6100859
Stone Garden Citatah,Amusement Park,Indonesia,Bandung,30000,9.3,4.4,"{'lat': -6.8281528, 'lng': 107.4350179}",-6.8281528,107.4350179
The Great Asia Africa,Amusement Park,Indonesia,Bandung,50000,15.5,4.4,"{'lat': -6.833122999999999, 'lng': 107.6041595}",-6.833123,107.6041595
Bukit Moko,Nature,Indonesia,Bandung,25000,7.75,4.5,"{'lat': -6.8422202, 'lng': 107.6767988}",-6.8422202,107.6767988
Gunung Papandayan,Nature,Indonesia,Bandung,30000,9.3,4.6,"{'lat': -7.319325300000001, 'lng': 107.7310494}",-7.3193253,107.7310494
Amazing Art World,Culture,Indonesia,Bandung,75000,23.25,4.5,"{'lat': -6.8516591, 'lng': 107.5955534}",-6.8516591,107.5955534
Gua Belanda,Nature,Indonesia,Bandung,15000,4.65,4.4,"{'lat': -6.8544594, 'lng': 107.6377907}",-6.8544594,107.6377907
Taman Balai Kota Bandung,Amusement Park,Indonesia,Bandung,0,0,4.6,"{'lat': -6.912966000000001, 'lng': 107.6096031}",-6.912966,107.6096031
Panghegar Waterboom Bandung,Amusement Park,Indonesia,Bandung,75000,23.25,4.3,"{'lat': -6.961403199999999, 'lng': 107.6227321}",-6.9614032,107.6227321
Gunung Manglayang,Nature,Indonesia,Bandung,7500,2.325,4.5,"{'lat': -6.876111099999999, 'lng': 107.7436111}",-6.8761111,107.7436111
Lembang Park & Zoo,Nature,Indonesia,Bandung,50000,15.5,4.5,"{'lat': -6.8059154, 'lng': 107.5919726}",-6.8059154,107.5919726
Taman Lalu Lintas Ade Irma Suryani Nasution,Amusement Park,Indonesia,Bandung,7000,2.17,4.4,"{'lat': -6.911211, 'lng': 107.6133389}",-6.911211,107.6133389
Lawangwangi Creative Space,Amusement Park,Indonesia,Bandung,0,0,4.4,"{'lat': -6.847898000000001, 'lng': 107.6276146}",-6.847898,107.6276146
Curug Dago,Nature,Indonesia,Bandung,12000,3.72,4,"{'lat': -6.865522499999999, 'lng': 107.6181878}",-6.8655225,107.6181878
Kampung Korea Bandung,Culture,Indonesia,Bandung,15000,4.65,4.1,"{'lat': -6.9154546, 'lng': 107.640769}",-6.9154546,107.640769
Kampung Batu Malakasari,Amusement Park,Indonesia,Bandung,10000,3.1,4.1,"{'lat': -7.0093633, 'lng': 107.6069444}",-7.0093633,107.6069444
Jendela Alam,Amusement Park,Indonesia,Bandung,20000,6.2,4.4,"{'lat': -6.819604, 'lng': 107.5964519}",-6.819604,107.5964519
Curug Tilu Leuwi Opat,Nature,Indonesia,Bandung,10000,3.1,4.4,"{'lat': -6.790569199999999, 'lng': 107.5826388}",-6.7905692,107.5826388
Kiara Artha Park,Amusement Park,Indonesia,Bandung,15000,4.65,4.4,"{'lat': -6.9159459, 'lng': 107.6421462}",-6.9159459,107.6421462
NuArt Sculpture Park,Amusement Park,Indonesia,Bandung,50000,15.5,4.7,"{'lat': -6.8778589, 'lng': 107.5720263}",-6.8778589,107.5720263
Upside Down World Bandung,Amusement Park,Indonesia,Bandung,100000,31,4,"{'lat': -6.896300000000001, 'lng': 107.617}",-6.8963,107.617
Pesona Nirwana Waterpark & Cottages,Amusement Park,Indonesia,Bandung,50000,15.5,4.1,"{'lat': -7.040915399999998, 'lng': 107.5269156}",-7.0409154,107.5269156
Taman Lansia,Amusement Park,Indonesia,Bandung,0,0,4.4,"{'lat': -6.9021326, 'lng': 107.6209387}",-6.9021326,107.6209387
Kampoeng Tulip,Amusement Park,Indonesia,Bandung,15000,4.65,3.8,"{'lat': -6.963162, 'lng': 107.66195}",-6.963162,107.66195
Selasar Sunaryo Art Space,Amusement Park,Indonesia,Bandung,25000,7.75,4.6,"{'lat': -6.8585406, 'lng': 107.6365486}",-6.8585406,107.6365486
Teras Cikapundung BBWS,Amusement Park,Indonesia,Bandung,0,0,4.3,"{'lat': -6.8844199, 'lng': 107.6068344}",-6.8844199,107.6068344
Museum Barli,Culture,Indonesia,Bandung,15000,4.65,4.4,"{'lat': -6.878238699999999, 'lng': 107.5875349}",-6.8782387,107.5875349
Wisata Batu Kuda,Nature,Indonesia,Bandung,10000,3.1,4.4,"{'lat': -6.893610600000001, 'lng': 107.7447399}",-6.8936106,107.7447399
Monumen Bandung Lautan Api,Culture,Indonesia,Bandung,0,0,4.3,"{'lat': -6.9338497, 'lng': 107.604925}",-6.9338497,107.604925
Museum Gedung Sate,Culture,Indonesia,Bandung,5000,1.55,4.6,"{'lat': -6.902637899999999, 'lng': 107.619169}",-6.9026379,107.619169
Monumen Perjuangan Rakyat Jawa Barat,Culture,Indonesia,Bandung,0,0,4.5,"{'lat': -6.8934327, 'lng': 107.6185513}",-6.8934327,107.6185513
Museum Pos Indonesia,Culture,Indonesia,Bandung,0,0,4.5,"{'lat': -6.902012999999998, 'lng': 107.6197787}",-6.902013,107.6197787
Ciwangun Indah Camp Official,Nature,Indonesia,Bandung,10000,3.1,4.3,"{'lat': -6.786939, 'lng': 107.5837331}",-6.786939,107.5837331
Wot Batu,Nature,Indonesia,Bandung,50000,15.5,4.7,"{'lat': -6.8597013, 'lng': 107.6360983}",-6.8597013,107.6360983
Curug Batu Templek,Nature,Indonesia,Bandung,5000,1.55,4.1,"{'lat': -6.874363300000001, 'lng': 107.6844023}",-6.8743633,107.6844023
Museum Mandala Wangsit Siliwangi,Culture,Indonesia,Bandung,0,0,4.4,"{'lat': -6.9173405, 'lng': 107.6112627}",-6.9173405,107.6112627
Caringin Tilu,Nature,Indonesia,Bandung,0,0,4.4,"{'lat': -6.858046399999999, 'lng': 107.6647084}",-6.8580464,107.6647084
Panama Park 825,Amusement Park,Indonesia,Bandung,50000,15.5,4.4,"{'lat': -6.9119768, 'lng': 107.569674}",-6.9119768,107.569674
Sudut Pandang Bandung,Amusement Park,Indonesia,Bandung,50000,15.5,4.6,"{'lat': -6.842363799999999, 'lng': 107.6232403}",-6.8423638,107.6232403
Bumi Perkemahan Batu Kuda,Nature,Indonesia,Bandung,7500,2.325,4.5,"{'lat': -6.893217299999999, 'lng': 107.7448856}",-6.8932173,107.7448856
Bukit Bintang,Nature,Indonesia,Bandung,25000,7.75,4.6,"{'lat': -6.8417795, 'lng': 107.6768585}",-6.8417795,107.6768585
